agrovet_name,region,specialty,phone,email,statement,image_path
RuralSuppliers (Barasa),Kisumu,fertilizers,+25414346999,ruralsuppl_kisumu@farmershub.co.ke,"RuralSuppliers (Barasa), located in Kisumu County, specializes in fertilizers. Contact: +25414346999, Email: ruralsuppl_kisumu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\RuralSuppliers_(Barasa)_8019.jpg
DairyEnterprises (Otieno),Uasin Gishu,veterinary medicine,+25416391235,dairyenter_uasingishu@outlook.com,"DairyEnterprises (Otieno), located in Uasin Gishu County, specializes in veterinary medicine. Contact: +25416391235, Email: dairyenter_uasingishu@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\DairyEnterprises_(Otieno)_8020.jpg
PrimeEnterprises (Moraa),Isiolo,crop protection chemicals,+25418021341,primeenter_isiolo@outlook.com,"PrimeEnterprises (Moraa), located in Isiolo County, specializes in crop protection chemicals. Contact: +25418021341, Email: primeenter_isiolo@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\PrimeEnterprises_(Moraa)_8021.jpg
AnimalCenter (Chebet),Nyeri,vaccines,+25479540610,animalcent_nyeri@farmershub.co.ke,"AnimalCenter (Chebet), located in Nyeri County, specializes in vaccines. Contact: +25479540610, Email: animalcent_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\AnimalCenter_(Chebet)_8022.jpg
HarvestFarmers Ltd (Mutiso),Kitale,veterinary medicine,+25419817079,harvestfar_kitale@outlook.com,"HarvestFarmers Ltd (Mutiso), located in Kitale County, specializes in veterinary medicine. Contact: +25419817079, Email: harvestfar_kitale@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\HarvestFarmers_Ltd_(Mutiso)_8023.jpg
AgroAgency (Kamau),Naivasha,beekeeping tools,+254112861748,agroagency_naivasha@outlook.com,"AgroAgency (Kamau), located in Naivasha County, specializes in beekeeping tools. Contact: +254112861748, Email: agroagency_naivasha@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\AgroAgency_(Kamau)_8024.jpg
ProMart (Chebet),Mombasa,seed distribution,+25416011882,promartche_mombasa@agrovet.co.ke,"ProMart (Chebet), located in Mombasa County, specializes in seed distribution. Contact: +25416011882, Email: promartche_mombasa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\ProMart_(Chebet)_8025.jpg
RuralAgency (Chebet),Machakos,vaccines,+25470884213,ruralagenc_machakos@yahoo.com,"RuralAgency (Chebet), located in Machakos County, specializes in vaccines. Contact: +25470884213, Email: ruralagenc_machakos@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\RuralAgency_(Chebet)_8026.jpg
LivestockDepot (Maina),Kajiado,vaccines,+254110944521,livestockd_kajiado@outlook.com,"LivestockDepot (Maina), located in Kajiado County, specializes in vaccines. Contact: +254110944521, Email: livestockd_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\LivestockDepot_(Maina)_8027.jpg
BioSolutions (Kilonzo),Garissa,livestock feeds,+25475913725,biosolutio_garissa@outlook.com,"BioSolutions (Kilonzo), located in Garissa County, specializes in livestock feeds. Contact: +25475913725, Email: biosolutio_garissa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\BioSolutions_(Kilonzo)_8028.jpg
LivestockStores (Mwangi),Naivasha,fertilizers,+25477508683,livestocks_naivasha@agrovet.co.ke,"LivestockStores (Mwangi), located in Naivasha County, specializes in fertilizers. Contact: +25477508683, Email: livestocks_naivasha@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\LivestockStores_(Mwangi)_8029.jpg
HarvestShop (Ochieng),Naivasha,animal health care,+25418423960,harvestsho_naivasha@yahoo.com,"HarvestShop (Ochieng), located in Naivasha County, specializes in animal health care. Contact: +25418423960, Email: harvestsho_naivasha@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\HarvestShop_(Ochieng)_8030.jpg
BioAgrovet (Kamau),Siaya,dairy equipment,+25470200895,bioagrovet_siaya@yahoo.com,"BioAgrovet (Kamau), located in Siaya County, specializes in dairy equipment. Contact: +25470200895, Email: bioagrovet_siaya@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\BioAgrovet_(Kamau)_8031.jpg
AgriDistributors (Omondi),Homa Bay,veterinary medicine,+25477093493,agridistri_homabay@farmershub.co.ke,"AgriDistributors (Omondi), located in Homa Bay County, specializes in veterinary medicine. Contact: +25477093493, Email: agridistri_homabay@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\AgriDistributors_(Omondi)_8032.jpg
PrimeDepot (Cheruiyot),Naivasha,vaccines,+254119565466,primedepot_naivasha@outlook.com,"PrimeDepot (Cheruiyot), located in Naivasha County, specializes in vaccines. Contact: +254119565466, Email: primedepot_naivasha@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\PrimeDepot_(Cheruiyot)_8033.jpg
AnimalDistributors (Achieng),Kisumu,farm machinery,+254112804303,animaldist_kisumu@outlook.com,"AnimalDistributors (Achieng), located in Kisumu County, specializes in farm machinery. Contact: +254112804303, Email: animaldist_kisumu@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\AnimalDistributors_(Achieng)_8034.jpg
PrimeCenter (Barasa),Eldoret,crop protection chemicals,+254110605324,primecente_eldoret@outlook.com,"PrimeCenter (Barasa), located in Eldoret County, specializes in crop protection chemicals. Contact: +254110605324, Email: primecente_eldoret@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\PrimeCenter_(Barasa)_8035.jpg
RuralWorld (Mutiso),Nairobi,animal health care,+25416346537,ruralworld_nairobi@agrovet.co.ke,"RuralWorld (Mutiso), located in Nairobi County, specializes in animal health care. Contact: +25416346537, Email: ruralworld_nairobi@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\RuralWorld_(Mutiso)_8036.jpg
PrimeCenter (Chebet),Garissa,poultry inputs,+254112383094,primecente_garissa@yahoo.com,"PrimeCenter (Chebet), located in Garissa County, specializes in poultry inputs. Contact: +254112383094, Email: primecente_garissa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\PrimeCenter_(Chebet)_8037.jpg
FarmAgency (Achieng),Nyeri,vaccines,+25414761252,farmagency_nyeri@yahoo.com,"FarmAgency (Achieng), located in Nyeri County, specializes in vaccines. Contact: +25414761252, Email: farmagency_nyeri@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\FarmAgency_(Achieng)_8038.jpg
BioFarmers Ltd (Kimani),Kajiado,fish farming supplies,+254118173986,biofarmers_kajiado@outlook.com,"BioFarmers Ltd (Kimani), located in Kajiado County, specializes in fish farming supplies. Contact: +254118173986, Email: biofarmers_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\BioFarmers_Ltd_(Kimani)_8039.jpg
CropStores (Njoroge),Homa Bay,farm machinery,+25412325599,cropstores_homabay@agrovet.co.ke,"CropStores (Njoroge), located in Homa Bay County, specializes in farm machinery. Contact: +25412325599, Email: cropstores_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\CropStores_(Njoroge)_8040.jpg
FarmDistributors (Okello),Mombasa,vaccines,+254113507440,farmdistri_mombasa@yahoo.com,"FarmDistributors (Okello), located in Mombasa County, specializes in vaccines. Contact: +254113507440, Email: farmdistri_mombasa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\FarmDistributors_(Okello)_8041.jpg
AgriSolutions (Wanjiku),Mombasa,vaccines,+25416261642,agrisoluti_mombasa@outlook.com,"AgriSolutions (Wanjiku), located in Mombasa County, specializes in vaccines. Contact: +25416261642, Email: agrisoluti_mombasa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\AgriSolutions_(Wanjiku)_8042.jpg
AgriDepot (Njeri),Nakuru,vaccines,+25470546178,agridepotn_nakuru@agrovet.co.ke,"AgriDepot (Njeri), located in Nakuru County, specializes in vaccines. Contact: +25470546178, Email: agridepotn_nakuru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\AgriDepot_(Njeri)_8043.jpg
ProDistributors (Kiptoo),Siaya,animal health care,+25477812884,prodistrib_siaya@agrovet.co.ke,"ProDistributors (Kiptoo), located in Siaya County, specializes in animal health care. Contact: +25477812884, Email: prodistrib_siaya@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\ProDistributors_(Kiptoo)_8044.jpg
EcoDepot (Achieng),Kakamega,dairy equipment,+25417401172,ecodepotac_kakamega@gmail.com,"EcoDepot (Achieng), located in Kakamega County, specializes in dairy equipment. Contact: +25417401172, Email: ecodepotac_kakamega@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\EcoDepot_(Achieng)_8045.jpg
BioCenter (Wanjiku),Homa Bay,animal health care,+254116810178,biocenterw_homabay@outlook.com,"BioCenter (Wanjiku), located in Homa Bay County, specializes in animal health care. Contact: +254116810178, Email: biocenterw_homabay@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\BioCenter_(Wanjiku)_8046.jpg
HarvestEnterprises (Moraa),Kitui,fish farming supplies,+25470889869,harvestent_kitui@gmail.com,"HarvestEnterprises (Moraa), located in Kitui County, specializes in fish farming supplies. Contact: +25470889869, Email: harvestent_kitui@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\HarvestEnterprises_(Moraa)_8047.jpg
VetFarmers Ltd (Otieno),Meru,fish farming supplies,+254112155045,vetfarmers_meru@outlook.com,"VetFarmers Ltd (Otieno), located in Meru County, specializes in fish farming supplies. Contact: +254112155045, Email: vetfarmers_meru@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\VetFarmers_Ltd_(Otieno)_8048.jpg
EcoMart (Kilonzo),Meru,fish farming supplies,+25418094985,ecomartkil_meru@farmershub.co.ke,"EcoMart (Kilonzo), located in Meru County, specializes in fish farming supplies. Contact: +25418094985, Email: ecomartkil_meru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\EcoMart_(Kilonzo)_8049.jpg
ProCenter (Kimani),Kisumu,dairy equipment,+25477148358,procenterk_kisumu@gmail.com,"ProCenter (Kimani), located in Kisumu County, specializes in dairy equipment. Contact: +25477148358, Email: procenterk_kisumu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\ProCenter_(Kimani)_8050.jpg
FarmDepot (Kamau),Kakamega,vaccines,+25416661310,farmdepotk_kakamega@farmershub.co.ke,"FarmDepot (Kamau), located in Kakamega County, specializes in vaccines. Contact: +25416661310, Email: farmdepotk_kakamega@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\FarmDepot_(Kamau)_8051.jpg
BioWorld (Achieng),Homa Bay,dairy equipment,+254110466859,bioworldac_homabay@outlook.com,"BioWorld (Achieng), located in Homa Bay County, specializes in dairy equipment. Contact: +254110466859, Email: bioworldac_homabay@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\BioWorld_(Achieng)_8052.jpg
CropCenter (Achieng),Uasin Gishu,fish farming supplies,+254111274650,cropcenter_uasingishu@gmail.com,"CropCenter (Achieng), located in Uasin Gishu County, specializes in fish farming supplies. Contact: +254111274650, Email: cropcenter_uasingishu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\CropCenter_(Achieng)_8053.jpg
CropAgrovet (Koech),Nairobi,vaccines,+25416724168,cropagrove_nairobi@gmail.com,"CropAgrovet (Koech), located in Nairobi County, specializes in vaccines. Contact: +25416724168, Email: cropagrove_nairobi@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\CropAgrovet_(Koech)_8054.jpg
EcoFarmers Ltd (Mutiso),Mombasa,seed distribution,+254110664288,ecofarmers_mombasa@outlook.com,"EcoFarmers Ltd (Mutiso), located in Mombasa County, specializes in seed distribution. Contact: +254110664288, Email: ecofarmers_mombasa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\EcoFarmers_Ltd_(Mutiso)_8055.jpg
AgriSuppliers (Omondi),Kajiado,dairy equipment,+25416126873,agrisuppli_kajiado@agrovet.co.ke,"AgriSuppliers (Omondi), located in Kajiado County, specializes in dairy equipment. Contact: +25416126873, Email: agrisuppli_kajiado@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\AgriSuppliers_(Omondi)_8056.jpg
FarmDepot (Mutiso),Uasin Gishu,vaccines,+25412367212,farmdepotm_uasingishu@farmershub.co.ke,"FarmDepot (Mutiso), located in Uasin Gishu County, specializes in vaccines. Contact: +25412367212, Email: farmdepotm_uasingishu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\FarmDepot_(Mutiso)_8057.jpg
GreenCenter (Barasa),Kisumu,farm machinery,+25416616568,greencente_kisumu@farmershub.co.ke,"GreenCenter (Barasa), located in Kisumu County, specializes in farm machinery. Contact: +25416616568, Email: greencente_kisumu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\GreenCenter_(Barasa)_8058.jpg
EcoAgrovet (Njeri),Isiolo,fish farming supplies,+25412875687,ecoagrovet_isiolo@outlook.com,"EcoAgrovet (Njeri), located in Isiolo County, specializes in fish farming supplies. Contact: +25412875687, Email: ecoagrovet_isiolo@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\EcoAgrovet_(Njeri)_8059.jpg
